"","employee_id","company_id","dept","seniority","salary","join_date","quit_date"
"3288",778773,10,"customer_service",9,66000,"2012-08-27","2014-05-23"
"3289",670781,1,"customer_service",15,103000,"2014-09-25",NA
"3290",77207,3,"customer_service",3,29000,"2014-11-10",NA
"3291",825727,1,"engineer",5,219000,"2015-11-02",NA
"3292",857815,4,"data_science",11,168000,"2012-01-23","2013-02-15"
"3293",275471,1,"customer_service",15,123000,"2012-05-07","2013-04-12"
"3294",737996,1,"customer_service",15,113000,"2011-03-14","2013-06-21"
"3295",722148,1,"marketing",8,130000,"2013-07-29","2015-08-28"
"3296",455546,3,"engineer",8,154000,"2011-12-12","2013-11-08"
"3297",730075,1,"customer_service",27,134000,"2013-10-28","2015-11-27"
"3298",857581,3,"customer_service",12,58000,"2012-12-10","2013-11-18"
"3299",770066,2,"customer_service",16,134000,"2011-03-21","2012-01-20"
"3300",658228,3,"sales",24,148000,"2012-09-18","2014-10-24"
"3301",975246,7,"customer_service",5,75000,"2011-06-20","2015-09-04"
"3302",854233,4,"customer_service",18,104000,"2012-01-23","2013-01-18"
"3303",419845,4,"customer_service",6,58000,"2013-11-18","2015-01-16"
"3304",469330,1,"data_science",23,289000,"2014-01-06","2015-02-20"
"3305",796183,1,"customer_service",28,111000,"2011-03-10","2013-10-25"
"3306",981338,4,"marketing",24,158000,"2014-04-21",NA
"3307",63895,1,"engineer",26,290000,"2015-01-26",NA
"3308",408136,4,"marketing",14,111000,"2012-10-31",NA
"3309",197840,1,"design",5,138000,"2011-06-08","2012-07-13"
"3310",251938,1,"engineer",25,274000,"2011-04-25","2014-05-30"
"3311",455878,1,"customer_service",18,126000,"2013-12-16",NA
"3312",26847,1,"sales",23,177000,"2012-03-26",NA
"3313",374021,2,"sales",12,108000,"2013-07-29","2014-10-03"
"3314",328867,9,"customer_service",9,62000,"2014-08-25",NA
"3315",831454,2,"data_science",20,275000,"2014-09-22",NA
"3316",936614,6,"design",2,37000,"2011-10-31","2012-12-12"
"3317",908896,3,"data_science",9,171000,"2013-06-25","2015-07-24"
"3318",725008,1,"marketing",12,134000,"2013-08-12","2015-03-06"
"3319",217290,3,"marketing",28,173000,"2012-05-21","2014-04-25"
"3320",763038,1,"sales",15,226000,"2013-02-11","2013-12-27"
"3321",553020,1,"design",5,137000,"2015-02-23",NA
"3322",528619,2,"customer_service",19,117000,"2014-08-25","2015-10-09"
"3323",609010,4,"customer_service",14,63000,"2012-07-30","2015-06-19"
"3324",331050,1,"data_science",9,198000,"2014-06-09",NA
"3325",309153,2,"customer_service",2,28000,"2013-07-29",NA
"3326",63243,2,"customer_service",8,71000,"2015-11-16",NA
"3327",883668,5,"marketing",12,99000,"2013-11-21","2014-12-05"
"3328",721966,1,"marketing",18,209000,"2011-02-01","2012-01-13"
"3329",845547,2,"customer_service",9,74000,"2014-06-02",NA
"3330",570171,3,"customer_service",6,63000,"2015-04-29",NA
"3331",545047,3,"marketing",19,172000,"2015-07-06",NA
"3332",950091,3,"engineer",4,59000,"2015-01-20",NA
"3333",949289,4,"design",7,111000,"2015-09-29",NA
"3334",920509,10,"customer_service",16,99000,"2013-03-18","2014-01-21"
"3335",886096,2,"customer_service",16,120000,"2015-07-06",NA
"3336",227804,1,"data_science",7,202000,"2013-01-07","2015-02-06"
"3337",889777,1,"customer_service",21,136000,"2012-10-17","2014-10-17"
"3338",681136,3,"marketing",1,34000,"2012-06-04","2014-07-07"
"3339",385451,8,"data_science",7,166000,"2014-01-21",NA
"3340",781193,1,"data_science",18,291000,"2014-04-21",NA
"3341",318682,1,"customer_service",15,119000,"2012-04-16","2015-08-14"
"3342",439227,10,"customer_service",10,53000,"2014-12-01",NA
"3343",984085,4,"data_science",19,246000,"2015-08-31",NA
"3344",231100,1,"engineer",29,292000,"2013-06-19",NA
"3345",641745,1,"data_science",3,79000,"2014-01-02",NA
"3346",736898,5,"engineer",20,223000,"2013-12-09","2015-02-06"
"3347",665633,1,"sales",6,113000,"2012-10-04","2013-09-20"
"3348",374089,3,"customer_service",7,67000,"2012-05-14","2013-06-07"
"3349",344416,2,"sales",10,115000,"2011-11-28",NA
"3350",848399,3,"customer_service",23,1e+05,"2013-12-30",NA
"3351",751247,5,"customer_service",25,103000,"2014-04-29","2015-05-29"
"3352",617054,10,"customer_service",28,88000,"2011-11-14","2012-11-15"
"3353",254990,3,"customer_service",17,106000,"2014-09-29",NA
"3354",271165,2,"sales",27,219000,"2014-10-20",NA
"3355",296046,1,"customer_service",27,118000,"2014-07-07",NA
"3356",784409,1,"engineer",8,208000,"2015-07-20",NA
"3357",539680,3,"design",15,152000,"2013-05-13","2014-04-21"
"3358",854059,10,"data_science",25,194000,"2012-02-06","2013-03-15"
"3359",928399,2,"engineer",7,152000,"2012-02-27","2013-10-04"
"3360",621087,7,"customer_service",3,23000,"2015-06-16",NA
"3361",855958,4,"customer_service",19,91000,"2011-08-29","2012-08-10"
"3362",440761,3,"data_science",6,129000,"2012-10-29","2013-11-01"
"3363",738038,1,"sales",22,245000,"2011-10-03","2014-08-22"
"3364",446529,1,"data_science",20,304000,"2013-03-25",NA
"3365",387624,1,"engineer",17,280000,"2015-08-31",NA
"3366",59275,5,"design",23,154000,"2013-01-07","2015-03-06"
"3367",351514,3,"customer_service",8,56000,"2013-10-14","2014-11-21"
"3368",377843,1,"engineer",13,179000,"2011-09-13","2013-08-09"
"3369",380426,4,"design",25,143000,"2015-04-15",NA
"3370",624948,2,"customer_service",22,107000,"2011-02-07","2013-02-22"
"3371",668459,2,"customer_service",13,70000,"2015-07-06",NA
"3372",277564,2,"engineer",11,151000,"2015-08-03",NA
"3373",749919,5,"sales",14,101000,"2015-06-16",NA
"3374",473273,1,"engineer",21,365000,"2015-09-28",NA
"3375",758015,1,"marketing",24,184000,"2014-05-12","2015-05-08"
"3376",374491,1,"engineer",16,278000,"2011-11-28","2013-01-11"
"3377",60218,1,"sales",21,183000,"2013-09-09",NA
"3378",797701,5,"sales",16,149000,"2012-12-03","2014-01-17"
"3379",850267,1,"customer_service",21,125000,"2014-01-27","2015-01-23"
"3380",709570,1,"marketing",8,124000,"2012-06-11",NA
"3381",378844,7,"sales",5,107000,"2012-04-04",NA
"3382",713840,1,"engineer",13,196000,"2015-06-29",NA
"3383",942645,8,"data_science",16,242000,"2012-04-23","2014-03-14"
"3384",498844,1,"sales",9,153000,"2015-04-15",NA
"3385",302324,1,"customer_service",14,81000,"2013-04-29","2015-03-13"
"3386",298020,1,"marketing",8,141000,"2015-06-15",NA
"3387",94288,1,"customer_service",1,31000,"2015-06-22",NA
"3388",752449,2,"sales",18,188000,"2015-02-02",NA
"3389",769719,1,"sales",21,213000,"2012-09-10","2013-10-04"
"3390",788901,10,"customer_service",2,26000,"2012-12-24",NA
"3391",531166,1,"marketing",23,191000,"2013-11-25","2015-02-06"
"3392",867411,1,"sales",2,56000,"2013-02-04",NA
"3393",276680,1,"marketing",16,187000,"2015-03-26",NA
"3394",367781,1,"data_science",8,159000,"2015-10-05",NA
"3395",970376,2,"engineer",9,186000,"2013-06-04","2014-06-10"
"3396",838482,8,"engineer",10,175000,"2012-12-10","2015-02-27"
"3397",232394,9,"customer_service",29,102000,"2015-02-02",NA
"3398",240991,1,"engineer",8,209000,"2015-04-06",NA
"3399",842894,7,"customer_service",9,66000,"2015-09-21",NA
"3400",578459,1,"engineer",15,326000,"2013-04-01",NA
"3401",915525,3,"customer_service",26,97000,"2015-01-20",NA
"3402",256319,4,"engineer",20,259000,"2012-05-07","2014-03-07"
"3403",577892,1,"customer_service",16,118000,"2015-03-18",NA
"3404",626787,7,"sales",11,110000,"2015-04-06",NA
"3405",33055,1,"design",16,187000,"2015-06-08",NA
"3406",168372,1,"marketing",12,120000,"2014-05-27",NA
"3407",828941,1,"engineer",13,192000,"2012-03-12","2013-04-05"
"3408",399655,1,"customer_service",13,60000,"2015-04-16",NA
"3409",463223,1,"customer_service",27,122000,"2011-09-12","2013-10-25"
"3410",965722,4,"data_science",11,164000,"2015-08-03",NA
"3411",613139,5,"design",6,112000,"2012-01-23","2012-11-30"
"3412",899645,2,"customer_service",5,70000,"2011-04-13","2014-12-19"
"3413",601664,4,"data_science",16,201000,"2011-04-11","2015-04-06"
"3414",872981,3,"marketing",12,128000,"2015-03-16",NA
"3415",429814,1,"customer_service",14,77000,"2014-08-11","2015-09-16"
"3416",351593,1,"customer_service",3,32000,"2011-09-12","2014-11-21"
"3417",90393,5,"sales",17,147000,"2012-04-16","2013-06-07"
"3418",553753,2,"marketing",2,51000,"2015-06-29",NA
"3419",108963,1,"marketing",3,53000,"2012-06-11",NA
"3420",923975,3,"customer_service",12,65000,"2012-05-14","2014-11-07"
"3421",386213,2,"customer_service",7,81000,"2011-02-07","2012-10-12"
"3422",804589,1,"customer_service",9,83000,"2015-01-05",NA
"3423",142266,5,"customer_service",14,54000,"2015-04-13",NA
"3424",946421,1,"customer_service",12,71000,"2013-11-04",NA
"3425",988566,7,"customer_service",13,64000,"2011-09-19",NA
"3426",404352,4,"data_science",28,280000,"2013-10-28",NA
"3427",100255,10,"customer_service",16,99000,"2015-10-19",NA
"3428",199358,1,"data_science",8,170000,"2014-09-29",NA
"3429",721191,1,"data_science",24,321000,"2013-09-23","2014-08-22"
"3430",973837,10,"design",2,34000,"2011-06-06","2012-05-18"
"3431",969922,7,"sales",17,156000,"2012-01-17","2013-03-08"
"3432",333960,1,"data_science",17,306000,"2013-12-30","2014-12-05"
"3433",971198,4,"customer_service",17,86000,"2012-06-11","2015-10-23"
"3434",95249,8,"sales",7,87000,"2014-07-14",NA
"3435",505512,1,"sales",10,116000,"2012-02-13","2014-03-07"
"3436",266109,1,"sales",16,214000,"2014-07-21","2015-06-26"
"3437",871995,7,"marketing",4,48000,"2013-09-09",NA
"3438",899040,2,"engineer",19,304000,"2013-07-15",NA
"3439",554191,10,"customer_service",13,71000,"2011-11-29","2013-10-04"
"3440",11086,10,"customer_service",27,97000,"2015-03-23",NA
"3441",327614,1,"sales",20,191000,"2013-04-01","2015-05-15"
"3442",313519,2,"customer_service",28,114000,"2013-08-06","2015-07-06"
"3443",680416,3,"marketing",28,144000,"2015-04-07",NA
"3444",905141,6,"customer_service",12,65000,"2013-09-09","2014-10-31"
"3445",768865,1,"design",22,201000,"2015-11-09",NA
"3446",502228,6,"customer_service",10,67000,"2014-01-27","2015-11-04"
"3447",610923,3,"customer_service",25,88000,"2012-04-30","2013-06-19"
"3448",205449,4,"design",11,119000,"2014-01-13","2015-01-27"
"3449",749407,3,"data_science",22,252000,"2012-01-30","2014-10-17"
"3450",339765,2,"engineer",29,304000,"2011-12-05",NA
"3451",229487,7,"sales",7,121000,"2011-12-06",NA
"3452",560075,2,"data_science",23,351000,"2015-12-07",NA
"3453",11164,1,"customer_service",11,73000,"2015-09-21",NA
"3454",44802,4,"design",23,168000,"2014-01-27","2015-04-10"
"3455",706854,1,"sales",19,204000,"2011-10-17","2013-12-06"
"3456",683933,3,"sales",16,178000,"2014-08-25","2015-06-26"
"3457",10346,1,"customer_service",29,132000,"2014-09-15",NA
"3458",52851,1,"customer_service",16,135000,"2012-11-13","2014-01-24"
"3459",769782,1,"sales",20,189000,"2014-12-01",NA
"3460",482166,2,"sales",15,173000,"2011-02-22","2013-07-31"
"3461",608812,5,"design",18,186000,"2011-08-01",NA
"3462",975702,10,"engineer",17,202000,"2012-04-09",NA
"3463",867511,4,"data_science",23,255000,"2011-07-05","2013-09-06"
"3464",947549,2,"marketing",17,190000,"2013-02-19","2014-02-14"
"3465",494503,1,"sales",25,187000,"2013-04-16","2015-02-06"
"3466",827898,2,"engineer",3,97000,"2014-04-21",NA
"3467",580008,1,"customer_service",19,116000,"2014-09-29","2015-08-14"
"3468",13671,4,"sales",8,91000,"2011-06-20","2015-05-15"
"3469",978526,3,"sales",5,108000,"2014-10-27",NA
"3470",975550,3,"data_science",5,164000,"2014-11-17",NA
"3471",359647,3,"customer_service",18,93000,"2014-01-15",NA
"3472",1845,2,"marketing",12,150000,"2012-01-30","2014-06-27"
"3473",234146,7,"engineer",24,273000,"2011-10-18","2012-11-09"
"3474",356544,1,"engineer",18,282000,"2015-11-09",NA
"3475",669061,3,"engineer",6,156000,"2013-02-04","2015-02-20"
"3476",278306,1,"data_science",5,214000,"2012-05-21","2013-05-03"
"3477",988439,2,"customer_service",25,129000,"2015-08-31",NA
"3478",851905,5,"customer_service",13,64000,"2012-03-12","2014-10-17"
"3479",512846,3,"data_science",11,137000,"2012-10-01",NA
"3480",140219,10,"engineer",12,157000,"2012-03-19","2015-01-16"
"3481",242667,1,"customer_service",3,32000,"2014-06-30","2015-05-29"
"3482",154788,1,"marketing",21,184000,"2013-09-03",NA
"3483",153740,4,"design",21,179000,"2014-06-30",NA
"3484",68315,3,"customer_service",15,96000,"2011-03-28","2012-05-11"
"3485",329868,1,"customer_service",7,83000,"2014-09-22","2015-10-02"
"3486",517884,7,"customer_service",14,64000,"2012-12-31","2015-12-04"
"3487",151884,9,"data_science",11,146000,"2014-12-30",NA
"3488",853091,3,"sales",8,111000,"2012-03-26",NA
"3489",95292,1,"customer_service",26,135000,"2013-08-19","2014-09-19"
"3490",749002,9,"customer_service",19,93000,"2014-04-28",NA
"3491",451330,2,"sales",10,136000,"2015-12-07",NA
"3492",147368,9,"sales",28,157000,"2011-06-06","2012-04-27"
"3493",800122,1,"marketing",28,199000,"2013-07-22","2014-08-01"
"3494",59367,1,"data_science",24,213000,"2015-06-15",NA
"3495",687366,2,"engineer",2,82000,"2011-04-19","2014-06-06"
"3496",725665,2,"sales",6,140000,"2015-04-22",NA
"3497",337691,1,"customer_service",23,92000,"2012-11-05","2013-11-07"
"3498",666395,4,"marketing",24,171000,"2011-12-27","2012-11-09"
"3499",451494,1,"sales",10,115000,"2012-09-10","2013-08-29"
"3500",297199,1,"marketing",5,152000,"2011-05-23","2013-02-08"
"3501",186525,1,"customer_service",6,77000,"2012-02-27","2013-04-02"
"3502",482771,3,"engineer",11,159000,"2011-10-31","2013-06-28"
"3503",948118,8,"design",20,139000,"2014-08-28","2015-09-04"
"3504",395902,3,"marketing",3,43000,"2012-11-20","2013-11-08"
"3505",11395,10,"data_science",29,270000,"2012-11-05",NA
"3506",204649,1,"engineer",25,333000,"2012-07-30","2014-04-11"
"3507",158377,7,"marketing",9,1e+05,"2011-09-06","2012-09-21"
"3508",505337,3,"marketing",12,110000,"2015-08-17",NA
"3509",482320,2,"engineer",17,305000,"2013-03-18","2014-10-02"
"3510",199374,2,"sales",15,238000,"2011-08-08","2012-08-24"
"3511",4550,1,"customer_service",11,91000,"2011-05-23","2012-07-13"
"3512",170311,1,"engineer",18,312000,"2013-06-24","2015-03-06"
"3513",146413,8,"marketing",19,156000,"2013-05-08",NA
"3514",62584,9,"design",3,35000,"2011-09-06","2014-10-17"
"3515",227887,1,"customer_service",23,124000,"2012-09-10","2013-10-04"
"3516",930099,1,"customer_service",13,92000,"2013-01-23","2014-01-31"
"3517",817915,1,"data_science",14,206000,"2012-10-01","2015-01-09"
"3518",801578,1,"customer_service",27,119000,"2015-09-14",NA
"3519",169417,1,"customer_service",21,102000,"2012-03-05","2014-02-28"
"3520",253023,1,"customer_service",7,89000,"2013-09-23",NA
"3521",613488,9,"data_science",11,122000,"2011-05-23","2012-08-31"
"3522",932999,2,"marketing",1,56000,"2014-06-23",NA
"3523",522117,3,"customer_service",17,99000,"2015-07-20",NA
"3524",127475,1,"engineer",29,310000,"2014-05-27","2015-03-20"
"3525",686406,1,"marketing",12,131000,"2015-03-09",NA
"3526",280323,1,"data_science",1,74000,"2011-01-24","2012-08-31"
"3527",531339,3,"sales",16,158000,"2015-05-04",NA
"3528",214603,5,"marketing",9,92000,"2012-04-30","2013-06-07"
"3529",513041,5,"marketing",20,166000,"2015-03-02",NA
"3530",809654,7,"marketing",27,166000,"2011-04-04","2013-11-15"
"3531",337072,1,"customer_service",11,66000,"2013-06-03",NA
"3532",648267,3,"engineer",22,188000,"2013-06-10","2014-05-16"
"3533",72345,1,"customer_service",1,35000,"2012-01-17",NA
"3534",929431,2,"engineer",25,285000,"2015-07-20",NA
"3535",240102,4,"marketing",20,167000,"2013-12-02","2015-02-13"
"3536",68830,2,"design",2,60000,"2011-05-23","2015-06-12"
"3537",397437,6,"customer_service",11,64000,"2015-06-15",NA
"3538",258043,2,"customer_service",16,114000,"2013-03-19","2015-03-20"
"3539",660098,2,"sales",10,140000,"2014-07-14",NA
"3540",981557,1,"engineer",10,194000,"2011-08-15","2012-08-31"
"3541",367515,2,"sales",18,186000,"2014-05-22",NA
"3542",141037,2,"sales",8,138000,"2014-09-22","2015-11-27"
"3543",144680,5,"marketing",8,1e+05,"2012-03-05","2014-02-07"
"3544",686552,7,"data_science",9,176000,"2014-01-06","2015-01-16"
"3545",232484,3,"customer_service",13,60000,"2015-08-03",NA
"3546",28251,4,"customer_service",28,106000,"2014-06-30",NA
"3547",226747,7,"customer_service",16,87000,"2012-11-19","2015-02-27"
"3548",34961,7,"customer_service",11,77000,"2013-04-15","2014-03-21"
"3549",231530,3,"customer_service",2,26000,"2012-10-22",NA
"3550",804611,5,"data_science",18,248000,"2013-03-25",NA
"3551",134586,1,"engineer",12,163000,"2011-12-21","2012-11-02"
"3552",41384,1,"engineer",18,275000,"2014-09-29",NA
"3553",54209,1,"marketing",5,149000,"2015-06-01",NA
"3554",294482,3,"engineer",17,250000,"2014-06-23",NA
"3555",386636,8,"customer_service",12,69000,"2015-09-14",NA
"3556",172162,1,"customer_service",26,131000,"2014-10-27","2015-09-11"
"3557",880876,1,"customer_service",24,121000,"2015-09-14",NA
"3558",95658,1,"customer_service",5,83000,"2011-05-02","2012-05-04"
"3559",250662,2,"customer_service",26,128000,"2012-03-14","2014-04-11"
"3560",907116,1,"customer_service",3,28000,"2013-02-25",NA
"3561",114107,3,"customer_service",11,55000,"2014-05-27",NA
"3562",502462,6,"customer_service",25,93000,"2015-03-02",NA
"3563",357694,3,"sales",6,107000,"2012-05-21","2013-03-01"
"3564",371219,6,"sales",18,163000,"2014-08-04",NA
"3565",728773,10,"sales",3,40000,"2015-11-09",NA
"3566",184955,2,"data_science",5,201000,"2013-09-30",NA
"3567",995527,4,"engineer",20,254000,"2015-03-31",NA
"3568",796602,1,"customer_service",19,143000,"2012-12-31","2014-11-28"
"3569",727195,1,"customer_service",16,133000,"2015-04-28",NA
"3570",627392,1,"customer_service",24,123000,"2012-08-07","2014-08-15"
"3571",799733,4,"data_science",16,255000,"2013-05-13",NA
"3572",806031,2,"customer_service",18,119000,"2015-08-24",NA
"3573",666969,1,"data_science",18,337000,"2012-09-17",NA
"3574",64919,6,"marketing",8,127000,"2014-05-12",NA
"3575",423183,6,"engineer",8,141000,"2011-03-14","2013-02-08"
"3576",61631,3,"sales",11,109000,"2011-08-29","2013-07-19"
"3577",857700,1,"design",27,201000,"2013-06-05","2015-03-20"
"3578",269204,9,"design",26,170000,"2015-11-09",NA
"3579",305894,1,"data_science",12,173000,"2012-10-16","2015-08-14"
"3580",235812,3,"customer_service",13,64000,"2011-10-24","2014-01-03"
"3581",240270,2,"engineer",17,349000,"2014-06-02",NA
"3582",304666,1,"customer_service",4,34000,"2015-06-02",NA
"3583",856955,2,"engineer",17,286000,"2012-01-17","2015-11-20"
"3584",715252,1,"customer_service",10,88000,"2015-04-08",NA
"3585",826731,2,"data_science",22,342000,"2014-09-22",NA
"3586",409075,1,"customer_service",9,79000,"2013-02-04","2014-11-21"
"3587",514192,1,"marketing",29,204000,"2014-03-31",NA
"3588",363362,1,"marketing",15,209000,"2014-06-30","2015-08-21"
"3589",267531,1,"marketing",20,212000,"2014-12-01",NA
"3590",811996,1,"marketing",14,120000,"2014-07-14",NA
"3591",77276,2,"customer_service",2,29000,"2012-03-20","2013-01-11"
"3592",528583,5,"engineer",7,168000,"2012-04-30",NA
"3593",162402,1,"sales",6,126000,"2012-05-07","2015-05-29"
"3594",22892,1,"customer_service",1,34000,"2013-08-26",NA
"3595",435467,3,"engineer",26,249000,"2013-12-30",NA
"3596",504224,1,"sales",10,119000,"2013-02-19","2014-02-28"
"3597",94043,3,"engineer",19,222000,"2011-07-05","2012-05-25"
"3598",425581,2,"engineer",16,237000,"2013-10-28",NA
"3599",925382,1,"customer_service",14,78000,"2013-06-04","2014-05-16"
"3600",750271,4,"engineer",15,239000,"2012-05-07",NA
"3601",162367,9,"customer_service",11,63000,"2013-04-01","2014-04-21"
"3602",662613,1,"data_science",16,341000,"2015-09-16",NA
"3603",506524,6,"customer_service",24,84000,"2015-07-27",NA
"3604",375695,1,"sales",18,186000,"2013-04-22","2014-03-07"
"3605",430246,1,"customer_service",29,124000,"2015-03-02",NA
"3606",595609,2,"engineer",2,75000,"2012-04-09","2014-03-14"
"3607",582890,1,"marketing",22,170000,"2013-12-02",NA
"3608",302589,9,"sales",20,128000,"2012-05-14","2013-05-10"
"3609",379014,1,"customer_service",23,98000,"2011-02-23","2012-03-16"
"3610",252377,2,"customer_service",9,76000,"2015-09-28",NA
"3611",375317,2,"data_science",10,194000,"2013-10-28",NA
"3612",208048,9,"customer_service",28,1e+05,"2011-10-10","2012-11-02"
"3613",212087,2,"customer_service",26,123000,"2015-05-11",NA
"3614",490546,1,"customer_service",26,131000,"2013-09-23","2015-04-06"
"3615",989977,2,"customer_service",27,120000,"2013-04-01",NA
"3616",731002,1,"sales",20,210000,"2012-07-30","2015-11-13"
"3617",542534,7,"customer_service",15,109000,"2013-12-09","2014-12-26"
"3618",59013,1,"sales",8,143000,"2013-04-10","2014-04-11"
"3619",927407,1,"customer_service",8,80000,"2015-02-17",NA
"3620",36135,2,"customer_service",13,76000,"2011-02-08","2012-03-30"
"3621",608715,9,"marketing",16,179000,"2013-01-14","2013-12-13"
"3622",924628,8,"data_science",21,251000,"2011-09-12","2012-08-31"
"3623",140096,3,"customer_service",6,66000,"2015-10-19",NA
"3624",586270,1,"marketing",3,49000,"2014-09-29",NA
"3625",301918,5,"data_science",25,241000,"2013-03-25",NA
"3626",17403,2,"design",14,140000,"2012-12-10","2013-11-29"
"3627",514683,4,"data_science",21,232000,"2015-04-27",NA
"3628",746952,1,"data_science",12,185000,"2014-01-21","2015-02-27"
"3629",92075,1,"sales",14,125000,"2015-02-17",NA
"3630",256914,2,"customer_service",24,107000,"2014-08-11",NA
"3631",965276,1,"customer_service",14,79000,"2013-10-28","2015-08-14"
"3632",812692,7,"data_science",28,252000,"2014-02-10",NA
"3633",950565,5,"engineer",13,144000,"2011-04-06","2014-07-07"
"3634",509498,3,"engineer",29,261000,"2014-07-21",NA
"3635",97716,4,"engineer",7,191000,"2013-04-29","2015-05-08"
"3636",478485,2,"marketing",12,134000,"2011-02-14","2013-04-05"
"3637",756199,2,"sales",7,151000,"2014-11-17",NA
"3638",275501,2,"customer_service",1,34000,"2011-10-24","2012-10-19"
"3639",467074,1,"engineer",29,294000,"2014-06-02",NA
"3640",47417,6,"customer_service",8,66000,"2012-05-14",NA
"3641",530213,7,"customer_service",14,64000,"2013-05-14",NA
"3642",190455,2,"marketing",22,214000,"2015-03-23",NA
"3643",745322,3,"data_science",1,59000,"2011-10-03","2012-08-17"
"3644",901437,1,"engineer",1,66000,"2013-12-02",NA
"3645",699271,8,"customer_service",22,99000,"2015-05-18",NA
"3646",836688,2,"customer_service",6,84000,"2013-01-14","2014-11-07"
"3647",174395,4,"customer_service",3,25000,"2011-07-26","2012-09-28"
"3648",943763,2,"customer_service",25,99000,"2015-03-30",NA
"3649",796572,1,"customer_service",6,82000,"2012-02-21","2014-02-21"
"3650",349388,2,"sales",3,60000,"2014-06-09","2015-05-29"
"3651",334785,1,"customer_service",13,64000,"2011-09-19","2012-09-26"
"3652",707102,1,"data_science",21,301000,"2015-11-16",NA
"3653",447392,3,"marketing",10,99000,"2011-10-31","2015-01-30"
"3654",457119,4,"marketing",21,157000,"2015-06-08",NA
"3655",166731,1,"customer_service",13,90000,"2014-08-05",NA
"3656",36046,7,"customer_service",10,71000,"2014-09-29",NA
"3657",466363,1,"data_science",23,275000,"2014-03-31",NA
"3658",918942,1,"sales",19,186000,"2015-08-24",NA
"3659",865442,1,"engineer",16,302000,"2013-12-09","2014-12-26"
"3660",317278,1,"customer_service",14,78000,"2011-01-31","2013-04-12"
"3661",949725,1,"customer_service",6,70000,"2011-06-20","2012-09-07"
"3662",846126,5,"customer_service",2,23000,"2011-12-27","2013-08-16"
"3663",76716,1,"engineer",21,302000,"2014-06-18",NA
"3664",986363,4,"customer_service",27,109000,"2014-09-29","2015-07-31"
"3665",333804,7,"engineer",9,160000,"2014-12-22",NA
"3666",478346,1,"sales",5,142000,"2015-06-29",NA
"3667",238804,2,"customer_service",5,71000,"2014-02-10","2015-02-06"
"3668",805970,8,"data_science",3,58000,"2014-03-31","2015-06-12"
"3669",701186,2,"customer_service",21,112000,"2011-04-25","2012-07-20"
"3670",287039,3,"customer_service",10,71000,"2014-12-15",NA
"3671",696587,1,"data_science",8,182000,"2015-11-23",NA
"3672",557328,6,"customer_service",25,103000,"2013-04-23","2014-05-23"
"3673",473673,7,"customer_service",15,90000,"2014-04-21",NA
"3674",26647,1,"sales",13,127000,"2014-02-18","2014-12-19"
"3675",332420,2,"customer_service",4,28000,"2012-09-17","2015-03-20"
"3676",110205,4,"engineer",7,156000,"2014-01-13",NA
"3677",75494,1,"customer_service",10,68000,"2014-07-21",NA
"3678",327228,5,"customer_service",28,89000,"2012-11-12","2013-12-27"
"3679",520088,5,"customer_service",8,64000,"2015-02-02",NA
"3680",416750,1,"engineer",28,323000,"2013-08-20",NA
"3681",927450,1,"sales",28,212000,"2011-11-22","2012-10-30"
"3682",505091,1,"marketing",5,117000,"2011-05-23","2013-08-09"
"3683",462737,2,"customer_service",17,137000,"2014-01-21","2014-11-28"
"3684",895514,1,"marketing",2,66000,"2013-05-13","2014-05-02"
"3685",272516,3,"customer_service",22,102000,"2014-09-29","2015-11-20"
"3686",251745,2,"engineer",11,172000,"2014-12-29","2015-12-04"
"3687",562593,2,"data_science",2,69000,"2011-06-06","2015-06-26"
"3688",451963,1,"engineer",2,81000,"2015-05-26",NA
"3689",351012,2,"customer_service",18,115000,"2012-07-09","2013-06-14"
"3690",938157,1,"customer_service",2,29000,"2012-04-16","2015-07-17"
"3691",739775,4,"marketing",8,91000,"2014-08-04",NA
"3692",94112,2,"engineer",8,179000,"2015-07-06",NA
"3693",537994,9,"customer_service",11,53000,"2013-03-04","2015-06-19"
"3694",491852,2,"engineer",26,366000,"2013-07-01",NA
"3695",188837,5,"data_science",4,61000,"2012-06-25","2014-05-09"
"3696",897805,1,"data_science",26,317000,"2015-08-11",NA
"3697",578461,1,"sales",22,210000,"2014-10-27",NA
"3698",688775,1,"customer_service",26,127000,"2015-09-28",NA
"3699",323053,1,"customer_service",17,108000,"2013-10-07","2014-10-03"
"3700",488707,5,"marketing",10,112000,"2013-06-10","2015-02-06"
"3701",493142,10,"sales",17,171000,"2012-12-10","2014-01-10"
"3702",43860,1,"engineer",29,294000,"2015-08-17",NA
"3703",343182,1,"customer_service",1,33000,"2015-04-20",NA
"3704",506,1,"engineer",11,218000,"2014-04-21","2015-05-08"
"3705",211211,1,"customer_service",20,122000,"2012-06-11","2013-05-10"
"3706",715223,8,"data_science",3,58000,"2012-10-16",NA
"3707",882458,1,"customer_service",24,143000,"2011-09-06","2012-08-10"
"3708",923256,9,"customer_service",29,114000,"2013-09-03",NA
"3709",466935,8,"sales",25,173000,"2012-05-29","2013-07-05"
"3710",764775,1,"design",14,143000,"2013-10-07","2014-09-24"
"3711",859042,7,"customer_service",24,101000,"2013-07-29",NA
"3712",300855,1,"data_science",22,296000,"2014-04-07",NA
"3713",135396,1,"data_science",28,308000,"2011-08-02","2015-04-24"
